IBGE;PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;estado;municipio;casosAcumulado;obitosAcumulado;RegMetro;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL
110001;100.0;100.0;19.9;25.1;6.2;4.8;58.1;61.7;14.12;5.39;6.01;41.53;4.64;79.3;142.56;80.81;93.09;53.62;50.15;84.71;66.31;73.27;0.52;25437.0;RO;Alta Floresta D'Oeste;903.0;11.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.9958;-11.9287;3387.0
110002;89.42;95.84;20.2;31.4;5.5;4.9;63.4;64.8;13.34;4.68;7.06;25.15;2.23;41.87;178.73;64.66;89.42;14.74;13.47;79.91;57.66;94.81;0.78;107345.0;RO;Ariquemes;5840.0;99.0;Interior;Região Norte;Médio;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.033;-9.9061;3067.0
110003;100.0;100.0;11.8;27.8;6.1;5.1;73.5;60.7;0.0;4.66;3.31;47.04;7.47;36.76;103.04;64.37;40.09;40.23;17.92;75.32;47.87;85.8;0.06;6224.0;RO;Cabixi;137.0;5.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-60.5446;-13.4951;3831.0
110004;82.46;80.47;14.0;28.8;6.3;5.1;60.8;54.2;9.64;5.66;9.07;23.99;2.05;29.62;156.91;26.36;56.03;22.47;20.7;76.88;47.86;100.0;0.18;88507.0;RO;Cacoal;2534.0;35.0;Interior;Região Norte;Médio;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.4566;-11.4347;3374.0
110005;96.31;97.47;15.5;26.9;6.4;5.3;65.8;39.2;3.61;4.52;3.81;37.16;6.46;44.39;172.7;68.13;91.35;11.01;10.22;68.43;46.38;64.95;0.49;17934.0;RO;Cerejeiras;276.0;6.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-60.8173;-13.1874;3744.0
110006;96.5;100.0;12.6;18.6;6.4;5.0;65.9;66.0;20.58;4.6;6.34;34.49;7.86;20.44;170.99;31.13;95.26;22.3;19.3;63.52;37.19;100.0;0.02;18467.0;RO;Colorado do Oeste;251.0;4.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-60.5459;-13.1178;3565.0
110007;100.0;100.0;21.3;31.5;5.7;4.4;55.1;66.8;22.99;3.7;1.47;20.66;2.02;72.8;67.05;75.76;69.03;57.39;49.68;83.85;57.84;76.11;0.16;8659.0;RO;Corumbiara;48.0;3.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-60.9421;-12.9982;3660.0
110008;100.0;100.0;26.4;37.2;4.8;5.0;42.7;51.6;32.41;3.39;1.75;31.36;3.58;147.47;97.13;58.68;35.14;32.91;20.78;95.16;87.42;30.27;0.75;17400.0;RO;Costa Marques;326.0;6.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-64.2284;-12.4371;3505.0
110009;96.22;95.33;15.5;32.7;6.1;5.2;62.3;63.6;7.5;4.33;4.83;39.23;8.04;50.89;164.3;71.17;95.82;35.95;31.42;78.42;58.97;60.41;0.15;33030.0;RO;Espigão D'Oeste;611.0;12.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.0256;-11.527;3442.0
110010;93.03;91.25;27.8;38.0;4.9;4.4;39.7;45.9;21.38;4.8;4.66;36.84;6.88;88.45;269.03;71.81;47.92;32.4;24.56;88.24;71.31;48.65;0.74;47451.0;RO;Guajará-Mirim;3043.0;90.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-65.33;-10.7893;3333.0
110011;95.39;93.82;18.9;28.0;6.1;5.2;65.8;56.6;8.27;4.78;5.39;30.79;1.61;47.53;240.06;72.68;96.81;23.09;22.5;78.42;54.91;62.75;0.06;55871.0;RO;Jaru;1984.0;29.0;Interior;Região Norte;Médio;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.4792;-10.4322;3207.0
110012;91.44;92.26;16.7;24.5;6.2;4.8;68.8;51.6;11.22;5.16;10.17;24.05;2.0;29.75;218.65;54.57;72.93;12.11;9.52;69.74;33.17;68.89;0.18;132667.0;RO;Ji-Paraná;3478.0;86.0;Interior;Região Norte;Grande;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.9326;-10.8782;3295.0
110013;97.24;98.36;29.7;38.1;5.2;4.8;59.8;33.0;6.68;3.57;1.76;30.41;4.51;61.47;136.34;72.65;95.93;55.78;53.42;86.61;60.98;65.91;4.34;38609.0;RO;Machadinho D'Oeste;1571.0;10.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.9976;-9.4275;3073.0
110014;100.0;100.0;16.0;36.0;7.2;6.0;73.1;56.7;0.0;3.77;1.79;47.54;15.04;83.94;122.44;79.35;97.47;64.14;62.13;81.35;59.84;88.95;0.11;21747.0;RO;Nova Brasilândia D'Oeste;341.0;4.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.3131;-11.7251;3322.0
110015;95.03;98.42;19.6;35.2;5.8;5.0;76.1;61.5;5.19;5.76;7.35;31.26;4.1;28.76;259.23;48.97;85.81;18.89;17.16;65.49;35.99;82.72;1.0;39759.0;RO;Ouro Preto do Oeste;1019.0;26.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.257;-10.7171;3248.0
110018;95.63;97.33;18.1;34.2;6.2;4.8;57.8;57.1;14.63;5.1;8.84;38.94;7.97;33.39;209.33;34.5;95.19;18.42;17.12;69.77;45.3;90.94;0.86;38051.0;RO;Pimenta Bueno;701.0;13.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.1984;-11.6724;3432.0
110020;86.45;90.11;25.1;38.4;5.3;4.5;68.4;58.1;13.75;4.41;16.97;12.53;0.93;53.64;206.64;58.88;47.06;10.81;8.11;78.49;56.4;34.85;13.62;519436.0;RO;Porto Velho;32906.0;764.0;Região Metropolitana;Região Norte;Grande;Capital;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.9008;-8.7616;3025.0
110025;100.0;100.0;16.5;26.8;6.3;5.4;69.0;60.3;38.06;6.69;5.98;26.86;1.52;122.73;194.01;63.85;73.5;34.04;25.26;74.79;61.27;87.46;0.04;22124.0;RO;Presidente Médici;551.0;10.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.8991;-11.1694;3387.0
110026;100.0;100.0;30.0;32.0;5.1;4.5;69.1;46.4;0.0;2.35;2.35;33.71;7.07;78.24;80.03;83.4;56.34;65.67;44.31;86.66;65.11;52.07;0.42;3829.0;RO;Rio Crespo;128.0;0.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.8985;-9.7049;3096.0
110028;96.06;96.17;17.0;32.6;6.4;5.3;74.2;55.3;5.19;4.61;5.11;29.53;4.24;25.85;199.99;41.97;75.89;14.56;12.74;73.63;43.63;100.0;0.06;57074.0;RO;Rolim de Moura;1769.0;23.0;Interior;Região Norte;Médio;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.7719;-11.7275;3392.0
110029;100.0;100.0;15.9;19.7;6.8;5.5;68.3;67.8;8.93;5.0;2.67;37.69;14.7;61.87;118.22;71.07;99.96;45.92;45.1;72.73;52.13;78.97;0.03;8198.0;RO;Santa Luzia D'Oeste;156.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.7781;-11.9078;3465.0
110030;90.43;90.62;13.9;29.8;5.9;4.9;73.7;64.7;15.02;4.61;11.29;18.24;1.88;42.27;182.91;3.64;47.5;5.43;2.11;77.38;54.36;95.15;0.88;95630.0;RO;Vilhena;4058.0;66.0;Interior;Região Norte;Médio;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-60.1493;-12.7506;3405.0
110032;97.87;100.0;14.3;25.0;5.7;5.3;64.9;63.5;16.13;3.43;1.91;31.2;3.05;49.97;113.45;94.99;97.76;53.58;52.76;75.88;50.51;42.02;0.63;24181.0;RO;São Miguel do Guaporé;913.0;16.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.7197;-11.6957;3393.0
110033;97.35;100.0;26.3;33.7;5.2;4.0;43.4;41.6;18.48;4.26;1.28;34.4;5.36;74.27;158.19;97.09;86.59;53.17;47.24;84.93;57.24;16.66;5.3;28891.0;RO;Nova Mamoré;1244.0;7.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-65.3351;-10.4081;3275.0
110034;100.0;100.0;18.0;24.0;5.8;4.8;58.5;31.4;16.85;4.84;3.67;36.06;3.37;101.52;155.7;52.14;40.68;44.24;28.73;81.51;65.85;99.91;0.1;16747.0;RO;Alvorada D'Oeste;152.0;7.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.2852;-11.3467;3367.0
110037;99.77;100.0;22.8;30.4;5.8;4.4;74.2;54.0;11.63;3.84;0.89;49.95;20.15;71.81;52.46;89.3;98.01;57.67;55.87;86.36;69.14;76.95;0.24;14045.0;RO;Alto Alegre dos Parecis;211.0;9.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.8379;-12.1405;3389.0
110040;100.0;100.0;20.2;32.8;5.7;4.3;36.4;52.1;20.66;3.39;1.53;32.87;5.39;64.74;110.23;97.02;97.1;57.18;55.56;80.87;58.07;13.9;2.42;20916.0;RO;Alto Paraíso;379.0;8.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.3193;-9.7147;3095.0
110045;98.14;100.0;20.3;32.1;5.6;4.9;60.4;56.3;20.57;4.17;1.59;27.07;1.64;68.24;165.14;97.63;86.42;36.1;30.4;91.14;71.24;16.23;2.03;39044.0;RO;Buritis;778.0;10.0;Interior;Região Norte;Pequeno II;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.8312;-10.206;3070.0
110050;100.0;74.04;21.5;27.4;5.8;5.8;62.5;48.4;0.0;4.58;1.7;40.65;8.97;78.22;68.17;74.45;70.15;61.12;46.63;82.22;61.72;100.0;0.02;10051.0;RO;Novo Horizonte do Oeste;70.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.9993;-11.7091;3422.0
110060;100.0;100.0;21.7;24.6;5.8;4.0;67.0;47.5;0.0;2.94;2.03;27.37;1.41;45.37;98.34;93.14;97.14;48.25;46.89;76.95;50.55;31.93;0.18;6460.0;RO;Cacaulândia;84.0;0.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.9003;-10.3387;3179.0
110070;100.0;100.0;30.1;32.5;5.3;4.7;57.5;40.7;5.75;2.83;0.53;38.29;7.66;74.53;63.61;71.81;88.45;66.79;63.48;78.97;59.35;100.0;0.49;14484.0;RO;Campo Novo de Rondônia;172.0;6.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.6212;-10.5699;3146.0
110080;100.0;100.0;33.6;47.1;4.4;4.1;65.5;48.9;7.56;5.18;2.44;15.09;1.09;116.26;110.55;20.92;19.48;17.42;10.26;81.94;70.58;74.66;3.47;25266.0;RO;Candeias do Jamari;1485.0;32.0;Região Metropolitana;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.701;-8.7911;2985.0
110092;100.0;100.0;18.4;41.4;5.2;4.3;42.6;56.3;11.83;3.02;1.67;13.47;0.82;80.92;71.02;38.35;36.96;39.37;23.41;86.52;65.12;0.0;0.27;10593.0;RO;Chupinguaia;772.0;7.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-60.9026;-12.5533;3605.0
110094;96.34;100.0;30.9;39.0;4.5;4.2;61.5;23.4;9.57;2.45;0.88;31.65;4.63;71.1;62.43;93.75;97.8;41.33;41.04;82.65;64.75;12.57;3.01;22443.0;RO;Cujubim;439.0;8.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.585;-9.3611;3024.0
110110;100.0;100.0;26.5;29.8;4.8;4.6;57.8;56.0;21.05;3.88;4.69;16.71;2.03;75.34;48.51;58.13;45.18;20.66;14.01;82.42;60.97;79.55;0.62;10310.0;RO;Itapuã do Oeste;365.0;8.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.1787;-9.1954;3108.0
110120;100.0;100.0;15.9;21.9;6.9;5.2;55.9;48.0;0.0;3.44;1.36;35.46;6.18;48.91;50.37;74.01;99.05;51.59;51.33;78.96;52.31;89.29;0.03;10751.0;RO;Ministro Andreazza;39.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.5179;-11.1964;3288.0
110130;90.35;82.9;22.4;34.2;5.3;4.7;59.4;45.6;12.82;5.71;2.1;35.45;10.83;62.04;173.77;74.34;86.73;38.79;37.95;73.26;54.38;44.02;0.06;12258.0;RO;Mirante da Serra;120.0;3.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.6701;-11.0294;3263.0
110140;97.63;100.0;24.0;29.4;5.3;4.9;49.9;70.9;10.0;3.83;1.15;27.77;3.28;54.53;108.84;75.78;99.76;57.46;57.26;76.24;50.75;60.5;0.54;16186.0;RO;Monte Negro;288.0;4.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.2983;-10.2594;3147.0
110143;100.0;100.0;22.4;34.4;5.4;5.0;67.1;54.6;0.0;3.09;1.0;26.39;6.56;57.74;40.86;74.33;45.23;63.44;34.85;75.67;49.16;94.68;0.01;7769.0;RO;Nova União;200.0;2.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.5562;-10.9122;3254.0
110145;99.57;100.0;20.8;30.5;5.3;4.7;76.1;47.2;39.22;2.37;1.22;31.38;9.57;64.5;33.42;62.8;57.22;50.77;34.41;67.83;47.42;80.75;0.17;5904.0;RO;Parecis;25.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.6037;-12.1758;3417.0
110146;100.0;100.0;14.5;34.0;6.3;5.0;59.1;71.6;0.0;2.49;1.12;36.17;4.43;93.83;65.69;36.12;96.73;27.96;25.71;74.49;53.06;100.0;0.8;2410.0;RO;Pimenteiras do Oeste;205.0;6.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.0475;-13.4827;3906.0
110148;100.0;100.0;15.4;37.5;5.7;4.5;67.3;52.1;13.33;5.17;2.5;30.0;1.49;22.27;44.44;81.12;99.33;70.91;70.28;57.32;18.69;94.37;0.01;5994.0;RO;São Felipe D'Oeste;82.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-61.5031;-11.9027;3473.0
110150;100.0;100.0;17.7;25.6;5.7;5.5;65.8;30.8;10.64;5.3;1.64;27.51;4.17;83.89;45.15;90.39;96.8;65.22;63.9;85.61;67.5;60.56;0.42;12653.0;RO;Seringueiras;138.0;0.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-63.0337;-11.7699;3334.0
110155;100.0;100.0;20.8;30.0;6.0;5.1;54.1;25.0;17.24;5.07;2.13;27.22;3.89;82.15;12.86;94.7;67.89;60.3;40.88;75.67;56.51;36.51;0.01;4931.0;RO;Teixeirópolis;43.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.2562;-10.9337;3364.0
110160;100.0;100.0;22.1;35.9;6.4;4.9;79.7;60.8;20.55;3.17;1.26;27.3;2.69;62.26;44.87;91.99;92.27;76.5;71.52;81.31;56.96;62.62;0.13;11350.0;RO;Theobroma;118.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.3543;-10.2487;3169.0
110170;100.0;100.0;22.8;28.4;6.0;5.1;64.7;57.4;6.67;5.19;2.44;24.56;2.58;81.89;118.02;77.36;98.69;55.82;54.18;76.36;59.84;70.98;0.02;13106.0;RO;Urupá;194.0;3.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.3644;-11.1265;3343.0
110175;100.0;100.0;27.1;31.4;5.8;4.2;64.0;43.8;0.0;3.95;0.86;32.73;3.16;82.62;17.11;86.91;98.6;60.13;59.22;85.44;67.38;31.8;0.54;11149.0;RO;Vale do Anari;156.0;1.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.1745;-9.8577;3139.0
110180;90.74;100.0;27.4;32.7;5.1;4.9;56.1;48.3;0.0;3.98;1.59;36.59;5.64;74.14;83.24;94.98;88.26;57.77;52.39;83.48;64.53;27.7;0.2;8047.0;RO;Vale do Paraíso;84.0;2.0;Interior;Região Norte;Pequeno I;Interior;71.53;19.55;7.12;42.4;7.26;7.22;14.49;10.63;68.6;10.28;618.98;129.21;669.59;109.25;235.01;9.32;25.02;0.456;0.703;0.7759999999999999;0.6990000000000001;0.725;-62.1285;-10.4268;3255.0
120001;100.0;100.0;26.3;41.3;5.4;4.5;44.4;46.2;11.72;4.25;1.16;18.52;4.74;182.54;65.67;77.11;37.84;52.79;25.99;91.94;77.43;74.82;0.37;14366.0;AC;Acrelândia;492.0;10.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.0531;-10.0755;3165.0
120005;100.0;100.0;47.0;40.9;4.3;4.1;13.4;26.8;8.06;4.15;1.26;25.51;2.24;380.23;193.98;72.87;72.5;67.86;58.98;95.6;88.35;100.0;0.33;6986.0;AC;Assis Brasil;710.0;9.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-69.5658;-10.9394;3453.0
120010;100.0;100.0;21.1;23.9;6.4;5.8;39.8;50.3;17.54;5.13;0.9;35.07;1.93;230.28;282.38;60.84;58.04;52.11;41.92;90.79;82.62;87.07;1.13;24765.0;AC;Brasiléia;1185.0;19.0;Interior;Região Norte;Pequeno II;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-68.7463;-11.0109;3438.0
120013;100.0;100.0;32.5;41.2;4.5;3.8;25.0;30.8;6.51;4.14;1.22;8.0;0.0;229.57;96.21;68.5;78.82;56.37;50.0;97.54;83.29;95.77;0.39;9664.0;AC;Bujari;406.0;7.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.9523;-9.834;3287.0
120017;100.0;100.0;33.0;27.2;4.2;4.4;29.1;45.5;16.46;3.05;0.39;21.56;0.72;155.6;50.46;72.17;91.02;66.7;62.2;94.55;82.82;80.47;0.38;11136.0;AC;Capixaba;256.0;8.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.6768;-10.5749;3269.0
