IBGE;PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;estado;municipio;casosAcumulado;obitosAcumulado;RegMetro;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL
431700;100.0;100.0;30.9;45.8;5.3;3.0;53.8;50.7;0.0;11.29;1.0;15.56;0.0;96.52;141.66;49.26;77.41;45.68;44.04;88.99;65.17;99.97;0.03;8414.0;RS;Santana da Boa Vista;22.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.1149;-30.872;4258.0
431710;89.12;92.85;25.5;36.4;5.2;3.8;43.5;48.7;15.47;9.32;9.39;27.82;1.16;55.82;347.04;13.68;16.51;10.11;5.33;83.09;62.11;99.74;0.01;82312.0;RS;Sant'Ana do Livramento;618.0;6.0;Interior;Região Sul;Médio;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-55.532;-30.8882;4703.0
431720;78.6;83.61;16.4;31.1;6.3;4.4;56.7;72.8;13.62;7.64;17.43;18.71;2.63;23.57;136.97;8.79;13.17;2.74;0.81;65.26;36.72;100.0;0.0;72753.0;RS;Santa Rosa;1992.0;31.0;Interior;Região Sul;Médio;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.4801;-27.8707;4602.0
431730;88.42;94.7;25.3;46.6;5.0;3.6;67.1;61.7;2.49;7.29;5.06;23.76;0.78;41.05;267.91;12.28;13.96;2.06;1.04;76.36;55.04;100.0;0.01;31274.0;RS;Santa Vitória do Palmar;445.0;3.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.3722;-33.5255;4463.0
431740;83.41;87.58;18.2;27.2;6.1;4.6;67.0;62.8;12.24;9.1;7.85;20.28;0.06;23.5;193.07;3.03;1.6;2.63;0.38;69.71;44.87;100.0;0.05;50658.0;RS;Santiago;691.0;10.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.8671;-29.1901;4696.0
431750;80.54;88.63;20.6;34.2;5.7;4.2;57.9;63.6;9.42;7.32;16.05;25.04;0.94;50.77;169.18;7.22;34.55;3.63;1.61;86.3;66.39;100.0;0.0;79101.0;RS;Santo Ângelo;1293.0;39.0;Interior;Região Sul;Médio;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.2672;-28.3006;4561.0
431760;93.27;97.85;16.2;26.5;5.9;4.7;57.9;55.1;22.22;8.1;7.19;16.73;0.33;59.24;185.45;44.28;5.78;5.66;1.82;74.39;58.99;84.22;0.01;42333.0;RS;Santo Antônio da Patrulha;763.0;31.0;Região Metropolitana;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-50.5179;-29.8273;4185.0
431770;97.6;100.0;19.9;40.1;5.7;4.1;47.9;53.7;18.35;9.95;2.1;14.79;0.18;121.16;252.6;18.13;91.04;31.4;9.91;84.89;72.28;100.0;0.03;11051.0;RS;Santo Antônio das Missões;50.0;4.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-55.2279;-28.511;4790.0
431780;91.45;98.62;15.2;29.7;6.2;4.8;56.5;72.8;10.93;8.16;10.65;26.41;2.89;43.38;281.23;8.39;70.21;6.66;3.37;67.43;44.43;100.0;0.0;14334.0;RS;Santo Augusto;93.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.7781;-27.853;4531.0
431790;100.0;100.0;8.0;17.8;6.4;5.2;49.6;78.8;6.62;8.01;6.03;25.81;0.43;27.12;70.69;7.73;88.86;7.69;2.29;74.77;49.81;100.0;0.0;14738.0;RS;Santo Cristo;119.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.6624;-27.8267;4571.0
431800;93.29;96.18;20.8;34.5;5.3;4.2;58.5;53.3;10.94;8.5;5.45;22.9;1.6;30.11;388.43;13.45;36.41;8.44;5.0;75.77;44.11;98.12;0.09;62808.0;RS;São Borja;1060.0;29.0;Interior;Região Sul;Médio;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-56.0041;-28.6583;4898.0
431810;100.0;100.0;11.3;36.1;5.9;4.2;48.8;52.5;0.0;8.98;3.84;24.65;0.23;65.08;226.87;16.51;93.75;15.76;14.12;68.67;49.58;99.99;0.04;19382.0;RS;São Francisco de Assis;102.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-55.1258;-29.5552;4727.0
431820;100.0;92.45;21.0;29.7;5.3;3.8;43.8;34.5;14.55;7.01;8.07;25.02;1.12;69.31;103.39;26.46;42.48;6.96;4.6;85.39;65.49;100.0;0.42;21679.0;RS;São Francisco de Paula;103.0;4.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-50.5839;-29.4479;3882.0
431830;94.04;96.85;28.5;46.4;5.1;3.5;50.2;61.5;11.22;8.69;4.21;28.42;0.82;63.44;264.99;13.24;11.47;11.41;4.5;77.54;58.36;100.0;0.07;62957.0;RS;São Gabriel;1086.0;26.0;Interior;Região Sul;Médio;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.3199;-30.336;4653.0
431840;93.42;100.0;23.1;48.4;5.4;4.3;67.1;45.4;10.34;8.67;15.52;23.01;0.29;64.96;151.65;25.75;28.3;18.73;10.39;86.2;70.03;100.0;0.05;23763.0;RS;São Jerônimo;367.0;20.0;Região Metropolitana;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.7211;-29.9646;4157.0
431842;100.0;100.0;12.4;24.5;6.2;4.8;60.5;52.1;0.0;7.04;2.13;17.79;0.0;17.73;49.54;27.36;6.71;41.74;4.62;33.63;18.49;100.0;0.01;4831.0;RS;São João da Urtiga;129.0;3.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.8261;-27.82;4303.0
431844;100.0;100.0;11.1;9.5;6.3;4.6;63.5;47.4;0.0;5.98;7.49;15.76;0.6;9.01;35.97;24.4;32.78;0.72;0.72;35.41;17.22;100.0;0.0;2842.0;RS;São Jorge;151.0;4.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.7069;-28.4989;4109.0
431845;100.0;100.0;12.8;37.0;5.1;5.2;45.2;61.5;0.0;6.63;1.11;21.14;0.81;95.45;76.45;13.52;6.91;56.91;0.88;69.75;53.5;100.0;0.0;2714.0;RS;São José das Missões;50.0;0.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.1231;-27.7794;4498.0
431846;100.0;100.0;22.5;38.6;6.5;5.5;45.9;41.7;0.0;6.95;1.48;32.68;1.89;131.81;96.98;46.27;27.9;27.56;15.6;91.85;79.72;99.88;0.0;2158.0;RS;São José do Herval;41.0;0.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.2959;-29.044;4049.0
431850;97.7;100.0;29.8;53.7;5.2;3.7;65.7;73.2;10.24;7.61;11.74;20.37;0.06;61.02;207.78;47.45;79.94;5.05;4.9;76.63;48.81;75.63;0.04;27206.0;RS;São José do Norte;457.0;10.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.0338;-32.0125;4137.0
431860;100.0;100.0;14.7;19.4;5.6;5.3;52.7;36.1;0.0;7.17;5.24;33.62;6.55;40.32;102.5;31.6;24.49;29.43;20.47;64.52;44.04;100.0;0.0;7117.0;RS;São José do Ouro;137.0;0.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.5971;-27.7712;4253.0
431861;100.0;100.0;15.3;10.0;5.3;4.6;63.4;58.3;45.45;8.27;16.97;20.95;0.0;9.44;13.35;25.09;64.95;1.37;1.03;41.24;24.4;100.0;0.0;2298.0;RS;São José do Sul;40.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.4878;-29.5423;3917.0
431870;88.7;90.11;27.5;41.3;5.3;4.2;61.8;60.7;11.07;7.16;33.61;20.8;0.54;37.0;106.79;9.68;16.22;0.97;0.43;80.46;57.75;100.0;0.0;230914.0;RS;São Leopoldo;7319.0;160.0;Região Metropolitana;Região Sul;Grande;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.1502;-29.755;4084.0
431890;91.22;96.2;16.6;26.7;6.1;4.6;50.2;59.6;9.17;8.41;6.59;13.76;0.11;34.55;266.8;25.56;55.16;6.3;4.57;66.99;40.55;96.68;0.01;35057.0;RS;São Luiz Gonzaga;397.0;11.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.9609;-28.408;4712.0
431900;94.79;91.63;19.6;28.8;6.6;5.7;64.1;65.5;4.65;6.65;52.05;33.23;0.06;17.63;59.6;11.65;9.8;3.4;1.6;68.95;51.9;100.0;0.02;21364.0;RS;São Marcos;482.0;6.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.07;-28.9681;4076.0
431910;98.97;100.0;20.7;28.4;6.4;5.1;58.7;59.0;0.0;8.31;6.21;35.84;3.36;27.2;66.5;15.41;84.98;26.56;12.98;39.61;24.2;99.97;0.0;5779.0;RS;São Martinho;136.0;1.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.9704;-27.7116;4556.0
431915;100.0;100.0;24.0;40.9;6.5;5.1;51.4;72.6;0.0;5.8;4.75;15.73;1.75;62.99;115.02;46.75;63.44;35.55;22.9;86.1;66.52;100.0;0.01;7754.0;RS;São Miguel das Missões;44.0;1.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.5563;-28.5565;4642.0
431930;100.0;100.0;20.9;26.5;6.6;5.2;53.0;77.5;0.0;11.15;2.91;24.15;0.0;59.37;97.0;4.4;55.05;71.89;1.41;81.69;58.27;100.0;0.0;6280.0;RS;São Paulo das Missões;72.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.9359;-28.021;4654.0
431940;100.0;100.0;13.7;41.1;6.2;5.0;70.6;73.5;13.07;8.05;5.36;17.31;0.69;41.33;188.79;25.18;39.92;16.38;12.58;64.58;40.81;100.0;0.01;16763.0;RS;São Pedro do Sul;139.0;4.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.179;-29.6209;4459.0
431950;100.0;100.0;26.7;36.9;5.8;4.2;49.8;60.5;13.2;7.33;15.21;23.07;0.9;41.43;131.63;35.28;29.58;1.05;0.72;86.35;66.6;84.54;0.01;24967.0;RS;São Sebastião do Caí;644.0;10.0;Região Metropolitana;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.3753;-29.589;4029.0
431960;88.78;98.16;25.5;45.7;5.4;4.1;72.5;76.7;7.72;8.77;4.83;30.39;2.34;46.07;208.1;19.35;18.19;10.77;8.22;77.0;52.6;100.0;0.03;24403.0;RS;São Sepé;340.0;8.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.5649;-30.161;4435.0
431970;100.0;100.0;11.9;12.1;7.5;5.1;53.0;64.6;0.0;9.77;5.36;8.37;1.13;23.32;147.61;52.21;55.23;45.09;34.84;49.84;29.45;100.0;0.0;3581.0;RS;São Valentim;57.0;1.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.5242;-27.5588;4381.0
431980;100.0;100.0;26.5;18.5;6.1;4.4;69.0;79.7;0.0;7.49;6.49;25.5;0.51;62.73;161.76;21.32;96.31;12.38;10.73;81.94;62.22;99.98;0.01;8817.0;RS;São Vicente do Sul;6.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.679;-29.6919;4603.0
432000;93.55;91.78;25.0;44.7;5.5;4.7;63.6;60.2;10.24;7.19;28.43;19.82;0.26;29.11;84.91;18.8;15.06;1.86;0.97;82.6;59.43;100.0;0.05;139476.0;RS;Sapucaia do Sul;3104.0;88.0;Região Metropolitana;Região Sul;Grande;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.1454;-29.8281;4084.0
432010;85.24;90.43;18.2;31.4;6.1;4.8;66.3;74.2;3.13;6.28;6.47;24.13;0.2;45.57;85.3;2.11;2.37;1.02;0.4;76.62;59.36;100.0;0.0;23398.0;RS;Sarandi;765.0;16.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.9235;-27.9425;4487.0
432020;98.69;100.0;16.6;32.3;6.0;4.6;53.1;66.1;11.49;9.96;3.93;24.34;2.89;88.68;108.35;15.36;42.06;23.09;3.71;74.82;57.03;100.0;0.0;11144.0;RS;Seberi;436.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.4031;-27.4833;4503.0
432032;100.0;100.0;13.0;20.0;6.6;5.0;48.8;50.0;30.3;9.38;2.6;28.81;5.79;61.83;55.75;5.2;62.79;53.62;2.14;68.6;44.24;100.0;0.0;2880.0;RS;Senador Salgado Filho;53.0;0.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-54.5512;-28.0255;4629.0
432035;100.0;100.0;21.6;32.1;5.0;3.9;54.2;63.6;0.0;9.41;1.37;14.29;0.27;72.94;57.55;56.35;81.37;23.29;19.9;88.05;62.94;96.11;0.01;5528.0;RS;Sentinela do Sul;36.0;4.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.5866;-30.6112;3948.0
432040;90.89;92.69;11.4;28.3;6.3;5.4;72.0;69.8;19.8;4.94;31.49;14.41;0.9;15.56;43.18;14.02;15.27;3.72;2.35;47.83;36.5;100.0;0.0;16184.0;RS;Serafina Corrêa;966.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.9357;-28.7131;4160.0
432050;97.5;100.0;16.9;14.5;6.0;5.0;61.6;64.5;0.0;7.42;6.79;19.64;0.21;47.07;79.92;42.82;22.64;38.68;19.85;80.91;62.75;100.0;0.0;6065.0;RS;Sertão;88.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.2592;-27.9803;4299.0
432060;100.0;100.0;5.7;17.3;7.5;5.4;45.6;41.9;0.0;7.76;5.12;32.4;10.33;17.8;69.19;55.79;65.49;18.52;13.34;35.06;22.16;100.0;0.0;3868.0;RS;Severiano de Almeida;35.0;0.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.1222;-27.4367;4391.0
432067;100.0;100.0;28.3;30.9;5.6;5.5;53.2;59.8;0.0;7.69;5.57;23.35;2.68;49.61;65.11;76.68;32.05;34.37;17.79;84.05;67.58;99.93;0.01;10408.0;RS;Sinimbu;19.0;0.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.5219;-29.539;4009.0
432070;98.63;100.0;20.9;31.6;5.8;4.6;61.2;68.1;10.58;7.72;8.0;36.76;2.82;39.54;191.27;13.21;17.52;10.63;5.25;59.55;35.6;100.0;0.0;15018.0;RS;Sobradinho;72.0;1.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.0331;-29.4199;4354.0
432080;93.68;96.5;20.3;34.4;5.6;4.1;59.2;61.2;13.33;8.19;7.46;28.04;1.74;50.41;184.69;12.67;14.82;13.0;5.89;81.68;58.64;100.0;0.05;31361.0;RS;Soledade;366.0;6.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.5135;-28.8311;4365.0
432090;92.36;97.95;16.0;25.8;6.5;4.8;63.7;69.1;15.63;6.57;7.25;23.35;3.11;24.65;84.9;3.53;15.47;0.71;0.57;75.03;48.75;100.0;0.0;22077.0;RS;Tapejara;637.0;6.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.0101;-28.0657;4282.0
432100;96.35;100.0;11.2;16.8;7.0;5.0;56.3;53.6;7.69;7.77;10.72;26.27;0.37;10.33;114.52;8.9;40.91;2.58;1.01;40.12;17.17;100.0;0.0;10814.0;RS;Tapera;183.0;6.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-52.8699;-28.626;4386.0
432110;97.3;100.0;33.9;39.4;5.5;3.8;55.6;66.8;0.0;8.49;7.16;10.84;0.0;22.02;243.32;10.89;9.55;3.8;2.21;68.82;29.17;93.44;0.01;17425.0;RS;Tapes;257.0;8.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.3996;-30.6688;4154.0
432120;77.98;77.49;20.2;23.4;5.7;4.2;47.1;48.1;7.51;7.51;16.21;17.63;0.58;24.17;120.69;46.45;14.31;3.52;2.12;81.43;50.84;78.06;0.02;57544.0;RS;Taquara;1023.0;38.0;Região Metropolitana;Região Sul;Médio;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-50.7757;-29.651;4098.0
432130;91.22;94.63;20.8;30.8;5.7;4.3;53.5;63.0;7.22;8.23;19.8;23.82;0.74;51.43;129.92;10.19;17.0;1.96;0.37;88.04;69.96;100.0;0.01;27207.0;RS;Taquari;755.0;15.0;Interior;Região Sul;Pequeno II;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.8658;-29.7948;4132.0
432135;100.0;100.0;27.3;29.3;5.4;4.2;68.5;48.0;40.82;9.7;2.28;15.33;0.0;80.12;99.92;85.18;37.36;14.21;6.29;74.21;59.75;24.21;0.0;5567.0;RS;Tavares;41.0;2.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-51.0939;-31.2869;4289.0
432140;98.34;100.0;20.5;25.8;5.9;4.5;39.4;60.4;13.95;8.07;15.33;17.88;2.75;76.73;138.5;52.95;79.2;46.1;36.64;80.73;62.97;100.0;0.01;14008.0;RS;Tenente Portela;403.0;4.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-53.7589;-27.3715;4479.0
432143;99.78;100.0;28.8;36.6;5.5;4.6;61.7;45.5;8.33;7.42;3.39;15.22;0.0;79.58;120.63;53.29;41.05;0.42;0.25;81.85;67.53;89.54;0.0;10783.0;RS;Terra de Areia;145.0;3.0;Interior;Região Sul;Pequeno I;Interior;75.95;9.34;12.87;44.04;8.52;3.31;13.27;8.27;65.32;11.99;1073.02;204.35;1089.03;86.03;223.02;4.95;12.42;0.489;0.7290000000000001;0.8490000000000001;0.787;0.787;-50.0648;-29.5787;3700.0
